■凝山,,,,名詞,固有名詞,地名,一般,*,*,,,■凝山,,■凝山,,固,*,*,*,*,OGI_PLACE
■分村,,,,名詞,固有名詞,地名,一般,*,*,,,■分村,,■分村,,固,*,*,*,*,OGI_PLACE
□大石村,,,,名詞,固有名詞,地名,一般,*,*,,,□大石村,,□大石村,,固,*,*,*,*,OGI_PLACE
　　　山,,,,名詞,固有名詞,地名,一般,*,*,,,　　　山,,　　　山,,固,*,*,*,*,OGI_PLACE
えど,,,,名詞,固有名詞,地名,一般,*,*,,,えど,,えど,,固,*,*,*,*,OGI_PLACE
えびす町,,,,名詞,固有名詞,地名,一般,*,*,,,えびす町,,えびす町,,固,*,*,*,*,OGI_PLACE
えり刈,,,,名詞,固有名詞,地名,一般,*,*,,,えり刈,,えり刈,,固,*,*,*,*,OGI_PLACE
おとなし山,,,,名詞,固有名詞,地名,一般,*,*,,,おとなし山,,おとなし山,,固,*,*,*,*,OGI_PLACE
おほ原,,,,名詞,固有名詞,地名,一般,*,*,,,おほ原,,おほ原,,固,*,*,*,*,OGI_PLACE
かい子村,,,,名詞,固有名詞,地名,一般,*,*,,,かい子村,,かい子村,,固,*,*,*,*,OGI_PLACE
かきびせ村,,,,名詞,固有名詞,地名,一般,*,*,,,かきびせ村,,かきびせ村,,固,*,*,*,*,OGI_PLACE
かな山,,,,名詞,固有名詞,地名,一般,*,*,,,かな山,,かな山,,固,*,*,*,*,OGI_PLACE
かむろ,,,,名詞,固有名詞,地名,一般,*,*,,,かむろ,,かむろ,,固,*,*,*,*,OGI_PLACE
かやくぼ山,,,,名詞,固有名詞,地名,一般,*,*,,,かやくぼ山,,かやくぼ山,,固,*,*,*,*,OGI_PLACE
くまの川,,,,名詞,固有名詞,地名,一般,*,*,,,くまの川,,くまの川,,固,*,*,*,*,OGI_PLACE
くり原山,,,,名詞,固有名詞,地名,一般,*,*,,,くり原山,,くり原山,,固,*,*,*,*,OGI_PLACE
