69枚,,,,名詞,普通名詞,副詞可能,*,*,*,,,69枚,,69枚,,和,*,*,*,*,OGI_QUANTITY
8巻,,,,名詞,普通名詞,副詞可能,*,*,*,,,8巻,,8巻,,和,*,*,*,*,OGI_QUANTITY
ニつ,,,,名詞,普通名詞,副詞可能,*,*,*,,,ニつ,,ニつ,,和,*,*,*,*,OGI_QUANTITY
ニ三人,,,,名詞,普通名詞,副詞可能,*,*,*,,,ニ三人,,ニ三人,,和,*,*,*,*,OGI_QUANTITY
ニ四十五石,,,,名詞,普通名詞,副詞可能,*,*,*,,,ニ四十五石,,ニ四十五石,,和,*,*,*,*,OGI_QUANTITY
ニ四間,,,,名詞,普通名詞,副詞可能,*,*,*,,,ニ四間,,ニ四間,,和,*,*,*,*,OGI_QUANTITY
ニ段,,,,名詞,普通名詞,副詞可能,*,*,*,,,ニ段,,ニ段,,和,*,*,*,*,OGI_QUANTITY
ニ百貫目,,,,名詞,普通名詞,副詞可能,*,*,*,,,ニ百貫目,,ニ百貫目,,和,*,*,*,*,OGI_QUANTITY
ニ石,,,,名詞,普通名詞,副詞可能,*,*,*,,,ニ石,,ニ石,,和,*,*,*,*,OGI_QUANTITY
ニ組,,,,名詞,普通名詞,副詞可能,*,*,*,,,ニ組,,ニ組,,和,*,*,*,*,OGI_QUANTITY
一,,,,名詞,普通名詞,副詞可能,*,*,*,,,一,,一,,和,*,*,*,*,OGI_QUANTITY
一ヶ所,,,,名詞,普通名詞,副詞可能,*,*,*,,,一ヶ所,,一ヶ所,,和,*,*,*,*,OGI_QUANTITY
一両,,,,名詞,普通名詞,副詞可能,*,*,*,,,一両,,一両,,和,*,*,*,*,OGI_QUANTITY
一二三番,,,,名詞,普通名詞,副詞可能,*,*,*,,,一二三番,,一二三番,,和,*,*,*,*,OGI_QUANTITY
一人,,,,名詞,普通名詞,副詞可能,*,*,*,,,一人,,一人,,和,*,*,*,*,OGI_QUANTITY
一件,,,,名詞,普通名詞,副詞可能,*,*,*,,,一件,,一件,,和,*,*,*,*,OGI_QUANTITY
一俵,,,,名詞,普通名詞,副詞可能,*,*,*,,,一俵,,一俵,,和,*,*,*,*,OGI_QUANTITY
一具,,,,名詞,普通名詞,副詞可能,*,*,*,,,一具,,一具,,和,*,*,*,*,OGI_QUANTITY
一同,,,,名詞,普通名詞,副詞可能,*,*,*,,,一同,,一同,,和,*,*,*,*,OGI_QUANTITY
一周,,,,名詞,普通名詞,副詞可能,*,*,*,,,一周,,一周,,和,*,*,*,*,OGI_QUANTITY
一周忌,,,,名詞,普通名詞,副詞可能,*,*,*,,,一周忌,,一周忌,,和,*,*,*,*,OGI_QUANTITY
一回,,,,名詞,普通名詞,副詞可能,*,*,*,,,一回,,一回,,和,*,*,*,*,OGI_QUANTITY
一回忌,,,,名詞,普通名詞,副詞可能,*,*,*,,,一回忌,,一回忌,,和,*,*,*,*,OGI_QUANTITY
一孤,,,,名詞,普通名詞,副詞可能,*,*,*,,,一孤,,一孤,,和,*,*,*,*,OGI_QUANTITY
一宿,,,,名詞,普通名詞,副詞可能,*,*,*,,,一宿,,一宿,,和,*,*,*,*,OGI_QUANTITY
一山,,,,名詞,普通名詞,副詞可能,*,*,*,,,一山,,一山,,和,*,*,*,*,OGI_QUANTITY
一張,,,,名詞,普通名詞,副詞可能,*,*,*,,,一張,,一張,,和,*,*,*,*,OGI_QUANTITY
一所,,,,名詞,普通名詞,副詞可能,*,*,*,,,一所,,一所,,和,*,*,*,*,OGI_QUANTITY
一手,,,,名詞,普通名詞,副詞可能,*,*,*,,,一手,,一手,,和,*,*,*,*,OGI_QUANTITY
一折,,,,名詞,普通名詞,副詞可能,*,*,*,,,一折,,一折,,和,*,*,*,*,OGI_QUANTITY
一日,,,,名詞,普通名詞,副詞可能,*,*,*,,,一日,,一日,,和,*,*,*,*,OGI_QUANTITY
一条,,,,名詞,普通名詞,副詞可能,*,*,*,,,一条,,一条,,和,*,*,*,*,OGI_QUANTITY
一枚,,,,名詞,普通名詞,副詞可能,*,*,*,,,一枚,,一枚,,和,*,*,*,*,OGI_QUANTITY
一枚宛,,,,名詞,普通名詞,副詞可能,*,*,*,,,一枚宛,,一枚宛,,和,*,*,*,*,OGI_QUANTITY
一段,,,,名詞,普通名詞,副詞可能,*,*,*,,,一段,,一段,,和,*,*,*,*,OGI_QUANTITY
一町弐反,,,,名詞,普通名詞,副詞可能,*,*,*,,,一町弐反,,一町弐反,,和,*,*,*,*,OGI_QUANTITY
一疋,,,,名詞,普通名詞,副詞可能,*,*,*,,,一疋,,一疋,,和,*,*,*,*,OGI_QUANTITY
一百年,,,,名詞,普通名詞,副詞可能,*,*,*,,,一百年,,一百年,,和,*,*,*,*,OGI_QUANTITY
一石,,,,名詞,普通名詞,副詞可能,*,*,*,,,一石,,一石,,和,*,*,*,*,OGI_QUANTITY
一石五斗,,,,名詞,普通名詞,副詞可能,*,*,*,,,一石五斗,,一石五斗,,和,*,*,*,*,OGI_QUANTITY
一種,,,,名詞,普通名詞,副詞可能,*,*,*,,,一種,,一種,,和,*,*,*,*,OGI_QUANTITY
一篇,,,,名詞,普通名詞,副詞可能,*,*,*,,,一篇,,一篇,,和,*,*,*,*,OGI_QUANTITY
一組,,,,名詞,普通名詞,副詞可能,*,*,*,,,一組,,一組,,和,*,*,*,*,OGI_QUANTITY
一腰,,,,名詞,普通名詞,副詞可能,*,*,*,,,一腰,,一腰,,和,*,*,*,*,OGI_QUANTITY
一艘,,,,名詞,普通名詞,副詞可能,*,*,*,,,一艘,,一艘,,和,*,*,*,*,OGI_QUANTITY
一貫,,,,名詞,普通名詞,副詞可能,*,*,*,,,一貫,,一貫,,和,*,*,*,*,OGI_QUANTITY
